date,prompt_version,episode_index,step_index,topology_name,load_regime,qot_pressure_regime,services_processed,winner_heuristic,winner_proposed_by,winner_raw_action,winner_decoded_path_nodes,winner_modulation_name,winner_initial_slot,winner_slot_end_exclusive,winner_path_hops,winner_path_length_km,judge_called,winner_confidence,decisive_signals_summary,agrees_with_baseline,fallback_reason,judge_error_message,post_status,post_accepted,post_reward,episode_service_blocking_rate,episode_bit_rate_blocking_rate,episode_disrupted_services_rate
21-03,v2_blocking_risk_compact_payload,2,671,Nobel Europe backbone,moderate,critical,671,load_balancing,load_balancing,1280,Berlin->Munich->Vienna->Prague,QPSK,0,1,3,1109.605,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.9382702092329661,0.10267857142857142,0.23538557213930347,0.0
21-03,v2_blocking_risk_compact_payload,2,672,Nobel Europe backbone,moderate,critical,672,load_balancing,load_balancing,2304,Brussels->Frankfurt->Munich->Vienna->Prague->Budapest,QPSK,64,66,5,1694.4050000000002,True,0.75,qot_safety:first_fit(high) | fragmentation:load_balancing(high),False,none,,accepted,True,0.9603085438410441,0.1025260029717682,0.23528802320762537,0.0
21-03,v2_blocking_risk_compact_payload,2,673,Nobel Europe backbone,moderate,critical,673,first_fit,first_fit,0,Budapest->Prague,8QAM,0,3,1,464.975,True,0.85,qot_safety:first_fit(high) | fragmentation:random(medium),True,none,,accepted,True,1.0421876430511476,0.10237388724035608,0.23504450424342785,0.0
21-03,v2_blocking_risk_compact_payload,2,674,Nobel Europe backbone,moderate,critical,674,random,random,926,Glasgow->Amsterdam->Hamburg->Berlin->Warsaw,BPSK,286,290,4,1813.723,True,0.6,qot_safety:first_fit(high) | fragmentation:random(high),False,none,,accepted,True,0.9684182963970429,0.10222222222222223,0.23494723774053383,0.0
21-03,v2_blocking_risk_compact_payload,2,675,Nobel Europe backbone,moderate,critical,675,first_fit,first_fit|load_balancing,23,Rome->Zagreb,8QAM,23,34,1,512.783,True,0.95,qot_safety:random(high) | fragmentation:first_fit(high),True,none,,accepted,True,1.056977229565382,0.10207100591715976,0.23397898207294457,0.0
21-03,v2_blocking_risk_compact_payload,2,676,Nobel Europe backbone,moderate,critical,676,random,random,798,Munich->Frankfurt->Strasbourg,BPSK,158,159,2,512.203,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,0.9074960251649222,0.1019202363367799,0.23395487792314823,0.0
21-03,v2_blocking_risk_compact_payload,2,677,Nobel Europe backbone,moderate,critical,677,load_balancing,load_balancing,2243,Belgrade->Budapest->Warsaw->Stockholm->Oslo,QPSK,3,5,4,2110.362,True,0.75,qot_safety:first_fit(high) | fragmentation:load_balancing(high),True,none,,accepted,True,0.9587115804354349,0.10176991150442478,0.2338585109669447,0.0
21-03,v2_blocking_risk_compact_payload,2,678,Nobel Europe backbone,moderate,critical,678,load_balancing,load_balancing,1351,Brussels->Paris->Lyon->Barcelona->Madrid,QPSK,71,75,4,1630.025,True,0.75,qot_safety:random(high) | fragmentation:first_fit(high),True,none,,accepted,True,1.0072680811087291,0.101620029455081,0.2336179405410966,0.0
21-03,v2_blocking_risk_compact_payload,2,679,Nobel Europe backbone,moderate,critical,679,first_fit,first_fit,6,Hamburg->Amsterdam->London,8QAM,6,9,2,720.995,True,0.85,qot_safety:first_fit(high) | fragmentation:random(medium),False,none,,accepted,True,1.0055114030838013,0.10147058823529412,0.23337786455657178,0.0
21-03,v2_blocking_risk_compact_payload,2,680,Nobel Europe backbone,moderate,critical,680,random,random,880,Milan->Rome->Zagreb,BPSK,240,248,2,1002.604,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,1.0147646204832321,0.1013215859030837,0.23313828149060672,0.0
21-03,v2_blocking_risk_compact_payload,2,681,Nobel Europe backbone,moderate,critical,681,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.10263929618768329,0.23627440956957366,0.0
21-03,v2_blocking_risk_compact_payload,2,682,Nobel Europe backbone,moderate,critical,682,first_fit,first_fit,327,Amsterdam->Brussels->Paris->Lyon,QPSK,7,8,3,838.903,True,0.6,qot_safety:load_balancing(high) | fragmentation:random(medium),True,none,,accepted,True,0.8888807396094004,0.10248901903367497,0.2362502555714578,0.0
21-03,v2_blocking_risk_compact_payload,2,683,Nobel Europe backbone,moderate,critical,683,random,random,313,Copenhagen->Berlin->Munich,8QAM,313,316,2,839.9159999999999,True,0.85,qot_safety:first_fit(high) | fragmentation:random(high),True,none,,accepted,True,0.9783905863761903,0.1023391812865497,0.23600898692810457,0.0
21-03,v2_blocking_risk_compact_payload,2,684,Nobel Europe backbone,moderate,critical,684,first_fit,first_fit|load_balancing|random,1501,Madrid->Barcelona->Lyon->Zurich->Strasbourg,QPSK,221,237,4,1479.214,False,0.0,,True,single_candidate,,accepted,True,1.0116427709038058,0.10218978102189781,0.23504882017900733,0.0
21-03,v2_blocking_risk_compact_payload,2,685,Nobel Europe backbone,moderate,critical,685,load_balancing,load_balancing,1453,Dublin->London->Amsterdam->Brussels->Frankfurt->Munich->Vienna,QPSK,173,175,6,1959.893,True,0.75,qot_safety:first_fit(high) | fragmentation:load_balancing(high) | slot_efficiency:first_fit(medium),False,none,,accepted,True,0.9424071113268534,0.10204081632653061,0.23495323302155346,0.0
21-03,v2_blocking_risk_compact_payload,2,686,Nobel Europe backbone,moderate,critical,686,first_fit,first_fit|load_balancing,412,Lyon->Barcelona->Madrid,QPSK,92,108,2,982.54,True,0.95,qot_safety:first_fit(high) | fragmentation:random(medium),True,none,,accepted,True,1.0642066220442454,0.10189228529839883,0.2340016200891049,0.0
21-03,v2_blocking_risk_compact_payload,2,687,Nobel Europe backbone,moderate,critical,687,load_balancing,load_balancing,2245,Belgrade->Athens->Rome,QPSK,5,9,2,1860.742,True,0.85,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,1.0203827033440271,0.10174418604651163,0.23376492008901475,0.0
21-03,v2_blocking_risk_compact_payload,2,688,Nobel Europe backbone,moderate,critical,688,first_fit,first_fit|load_balancing,1473,Amsterdam->London->Paris->Bordeaux,QPSK,193,209,3,1166.928,True,0.95,fragmentation:random(high) | qot_safety:random(medium),True,none,,accepted,True,1.0634503098825614,0.10159651669085631,0.23282288938142254,0.0
21-03,v2_blocking_risk_compact_payload,2,689,Nobel Europe backbone,moderate,critical,689,first_fit,first_fit|load_balancing,0,Frankfurt->Hamburg,16QAM,0,8,1,379.391,True,0.85,qot_safety:random(high) | fragmentation:first_fit(high),True,none,,accepted,True,1.0005538490911325,0.10144927536231885,0.23188842063014248,0.0
21-03,v2_blocking_risk_compact_payload,2,690,Nobel Europe backbone,moderate,critical,690,random,random,694,London->Paris,BPSK,54,55,1,350.316,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,0.935674884140802,0.10130246020260492,0.23186515501153807,0.0
21-03,v2_blocking_risk_compact_payload,2,691,Nobel Europe backbone,moderate,critical,691,random,random,202,Dublin->London,16QAM,202,204,1,465.102,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,0.9373331926468139,0.10115606936416185,0.23163275533727573,0.0
21-03,v2_blocking_risk_compact_payload,2,692,Nobel Europe backbone,moderate,critical,692,first_fit,first_fit,441,Dublin->London->Amsterdam->Hamburg->Berlin->Warsaw,QPSK,121,125,5,1932.8220000000001,True,0.85,qot_safety:first_fit(high) | fragmentation:random(medium),False,none,,accepted,True,1.0010806659857432,0.10101010101010101,0.2314008210673876,0.0
21-03,v2_blocking_risk_compact_payload,2,693,Nobel Europe backbone,moderate,critical,693,random,random,3288,Madrid->Bordeaux->Paris->Strasbourg->Frankfurt->Hamburg->Berlin->Copenhagen->Oslo->Stockholm,QPSK,88,90,9,3489.934,True,0.6,qot_safety:random(high) | fragmentation:first_fit(high),True,none,,accepted,True,0.8442775497973586,0.10086455331412104,0.23130817735962367,0.0
21-03,v2_blocking_risk_compact_payload,2,694,Nobel Europe backbone,moderate,critical,694,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.10215827338129496,0.23138510808646917,0.0
21-03,v2_blocking_risk_compact_payload,2,695,Nobel Europe backbone,moderate,critical,695,random,random,919,London->Amsterdam->Hamburg->Berlin->Prague,BPSK,279,280,4,1227.438,True,0.6,qot_safety:random(high) | fragmentation:first_fit(high),True,none,,accepted,True,0.802249917256025,0.10201149425287356,0.23136195336735715,0.0
21-03,v2_blocking_risk_compact_payload,2,696,Nobel Europe backbone,moderate,critical,696,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.10329985652797705,0.2314388633179908,0.0
21-03,v2_blocking_risk_compact_payload,2,697,Nobel Europe backbone,moderate,critical,697,load_balancing,load_balancing,3316,Glasgow->Amsterdam->Brussels->Frankfurt->Munich->Vienna->Prague,QPSK,116,118,6,2097.677,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),False,none,,accepted,True,0.926722780863444,0.10315186246418338,0.23134626925385077,0.0
21-03,v2_blocking_risk_compact_payload,2,698,Nobel Europe backbone,moderate,critical,698,random,random,609,Bordeaux->Paris->London,QPSK,289,290,2,836.102,True,0.6,qot_safety:first_fit(high) | fragmentation:random(high),False,none,,accepted,True,0.9627122595362987,0.10300429184549356,0.23132313231323132,0.0
21-03,v2_blocking_risk_compact_payload,2,699,Nobel Europe backbone,moderate,critical,699,load_balancing,load_balancing|random,3351,Brussels->Paris->Lyon->Zurich->Milan,QPSK,151,153,4,1226.824,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(high),True,none,,accepted,True,0.9778983692328135,0.10285714285714286,0.23123063081075676,0.0
21-03,v2_blocking_risk_compact_payload,2,700,Nobel Europe backbone,moderate,critical,700,random,random,2844,Brussels->Paris->Lyon->Zurich,BPSK,284,285,3,1002.649,True,0.6,qot_safety:first_fit(high) | fragmentation:random(high),True,none,,accepted,True,0.9329813272211082,0.10271041369472182,0.23120751699320272,0.0
21-03,v2_blocking_risk_compact_payload,2,701,Nobel Europe backbone,moderate,critical,701,first_fit,first_fit,320,Copenhagen->Berlin->Prague,QPSK,0,1,2,612.405,True,0.85,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.9698464910189311,0.10256410256410256,0.23118440779610194,0.0
21-03,v2_blocking_risk_compact_payload,2,702,Nobel Europe backbone,moderate,critical,702,random,random,922,Dublin->London->Paris->Lyon,BPSK,282,283,3,1199.531,True,0.6,qot_safety:random(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.9106772919495901,0.10241820768136557,0.23116130321806916,0.0
21-03,v2_blocking_risk_compact_payload,2,703,Nobel Europe backbone,moderate,critical,703,load_balancing,load_balancing,3214,Glasgow->Amsterdam->Brussels->Frankfurt->Munich->Berlin->Warsaw,QPSK,14,16,6,2471.455,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),False,none,,accepted,True,0.8963815251986186,0.10227272727272728,0.23106893106893106,0.0
21-03,v2_blocking_risk_compact_payload,2,704,Nobel Europe backbone,moderate,critical,704,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.10354609929078014,0.23412935323383086,0.0
21-03,v2_blocking_risk_compact_payload,2,705,Nobel Europe backbone,moderate,critical,705,first_fit,first_fit,122,Munich->Frankfurt->Brussels->Paris,8QAM,122,125,3,873.4010000000001,True,0.6,qot_safety:load_balancing(high) | fragmentation:first_fit(high),True,none,,accepted,True,0.9017165273427964,0.10339943342776203,0.23389662027833003,0.0
21-03,v2_blocking_risk_compact_payload,2,706,Nobel Europe backbone,moderate,critical,706,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.10466760961810467,0.23693069306930692,0.0
21-03,v2_blocking_risk_compact_payload,2,707,Nobel Europe backbone,moderate,critical,707,first_fit,first_fit,26,Berlin->Prague->Vienna,8QAM,26,29,2,519.576,True,0.85,qot_safety:load_balancing(high) | fragmentation:random(medium),True,none,,accepted,True,1.0257361471652986,0.10451977401129943,0.23669634025717112,0.0
21-03,v2_blocking_risk_compact_payload,2,708,Nobel Europe backbone,moderate,critical,708,load_balancing,load_balancing,4471,Berlin->Munich->Frankfurt->Brussels->Paris->Bordeaux,QPSK,311,312,5,1849.391,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.8260766005764405,0.10437235543018336,0.23667293047176344,0.0
21-03,v2_blocking_risk_compact_payload,2,709,Nobel Europe backbone,moderate,critical,709,first_fit,first_fit|load_balancing,366,Copenhagen->Berlin->Munich->Milan,QPSK,46,48,3,1193.447,True,0.0,,True,"judge_error:RuntimeError:LLM judge validation error: Expecting ',' delimiter: line 17 column 3 (char 625)","LLM judge validation error: Expecting ',' delimiter: line 17 column 3 (char 625)",accepted,True,0.9802370647589366,0.10422535211267606,0.2365793376173999,0.0
21-03,v2_blocking_risk_compact_payload,2,710,Nobel Europe backbone,moderate,critical,710,random,random,570,Budapest->Prague->Berlin->Hamburg,QPSK,250,254,3,971.418,True,0.85,qot_safety:random(high) | fragmentation:first_fit(medium),False,none,,accepted,True,1.0025194508039081,0.10407876230661041,0.23634567901234568,0.0
21-03,v2_blocking_risk_compact_payload,2,711,Nobel Europe backbone,moderate,critical,711,random,random,1583,Bordeaux->Paris->Strasbourg->Frankfurt,QPSK,303,304,3,1076.489,True,0.6,qot_safety:first_fit(high) | fragmentation:random(high),True,none,,accepted,True,0.8985524696313466,0.10393258426966293,0.23632233853446574,0.0
21-03,v2_blocking_risk_compact_payload,2,712,Nobel Europe backbone,moderate,critical,712,random,random,3517,Hamburg->Frankfurt->Strasbourg->Paris->Lyon,QPSK,317,318,4,1354.207,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,0.9675661248170461,0.10378681626928471,0.23629900266614,0.0
21-03,v2_blocking_risk_compact_payload,2,713,Nobel Europe backbone,moderate,critical,713,random,random,1893,Dublin->London->Paris->Lyon->Zurich->Milan->Rome,BPSK,293,297,6,2268.691,True,0.6,qot_safety:random(high) | fragmentation:load_balancing(medium),False,none,,accepted,True,0.978045593321634,0.10364145658263306,0.23620570526107984,0.0
21-03,v2_blocking_risk_compact_payload,2,714,Nobel Europe backbone,moderate,critical,714,random,random,610,Barcelona->Lyon->Zurich->Milan->Munich->Vienna,QPSK,290,291,5,1802.894,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,0.8348029864036168,0.1034965034965035,0.23618239242005526,0.0
21-03,v2_blocking_risk_compact_payload,2,715,Nobel Europe backbone,moderate,critical,715,load_balancing,load_balancing,1597,Glasgow->Amsterdam->Brussels->Frankfurt->Munich->Vienna,QPSK,317,318,5,1840.794,True,0.6,qot_safety:load_balancing(high) | fragmentation:first_fit(medium),True,none,,accepted,True,0.8338991741339365,0.10335195530726257,0.23615908418040066,0.0
21-03,v2_blocking_risk_compact_payload,2,716,Nobel Europe backbone,moderate,critical,716,random,random,1578,Berlin->Munich->Milan->Zurich->Lyon,QPSK,298,299,4,1423.074,True,0.6,qot_safety:first_fit(high) | fragmentation:random(high),False,none,,accepted,True,0.8353680918614069,0.10320781032078104,0.2361357805407539,0.0
21-03,v2_blocking_risk_compact_payload,2,717,Nobel Europe backbone,moderate,critical,717,load_balancing,load_balancing,2359,Frankfurt->Strasbourg->Zurich->Milan->Munich->Vienna,QPSK,119,123,5,1284.6299999999999,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),False,none,,accepted,True,1.008128027121226,0.10306406685236769,0.23590299684542587,0.0
21-03,v2_blocking_risk_compact_payload,2,718,Nobel Europe backbone,moderate,critical,718,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.1043115438108484,0.23597831444061113,0.0
21-03,v2_blocking_risk_compact_payload,2,719,Nobel Europe backbone,moderate,critical,719,load_balancing,load_balancing,3477,Glasgow->Amsterdam->Brussels->Paris->Strasbourg->Zurich->Milan->Rome,QPSK,277,281,7,2374.932,True,0.75,qot_safety:first_fit(high) | fragmentation:load_balancing(high),False,none,,accepted,True,1.0079284035104017,0.10416666666666667,0.23574593796159526,0.0
21-03,v2_blocking_risk_compact_payload,2,720,Nobel Europe backbone,moderate,critical,720,first_fit,first_fit|load_balancing,569,Hamburg->Frankfurt->Strasbourg->Zurich->Milan->Rome,QPSK,249,253,5,1437.7930000000001,True,0.75,qot_safety:random(high) | load_balance:first_fit(medium),True,none,,accepted,True,1.0114150563875834,0.10402219140083217,0.23551401869158878,0.0
21-03,v2_blocking_risk_compact_payload,2,721,Nobel Europe backbone,moderate,critical,721,random,random,918,Rome->Zagreb->Vienna,BPSK,278,279,2,810.443,True,0.6,qot_safety:random(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.9356686018112428,0.1038781163434903,0.23549085185913832,0.0
21-03,v2_blocking_risk_compact_payload,2,722,Nobel Europe backbone,moderate,critical,722,load_balancing,load_balancing,1305,Barcelona->Lyon->Paris->Strasbourg,QPSK,25,27,3,1279.426,True,0.6,qot_safety:load_balancing(high) | fragmentation:first_fit(medium),True,none,,accepted,True,0.9829002837340037,0.1037344398340249,0.23539823008849559,0.0
21-03,v2_blocking_risk_compact_payload,2,723,Nobel Europe backbone,moderate,critical,723,random,random,887,Athens->Belgrade->Budapest,BPSK,247,248,2,1138.848,True,0.6,qot_safety:first_fit(high) | fragmentation:random(high),True,none,,accepted,True,0.9257398746612794,0.10359116022099447,0.23537508602890572,0.0
21-03,v2_blocking_risk_compact_payload,2,724,Nobel Europe backbone,moderate,critical,724,first_fit,first_fit,324,Hamburg->Berlin->Prague,QPSK,4,5,2,506.443,True,0.6,qot_safety:load_balancing(high) | fragmentation:random(medium),True,none,,accepted,True,0.9688199142615,0.10344827586206896,0.23535194651985844,0.0
21-03,v2_blocking_risk_compact_payload,2,725,Nobel Europe backbone,moderate,critical,725,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.1046831955922865,0.23834704269486878,0.0
21-03,v2_blocking_risk_compact_payload,2,726,Nobel Europe backbone,moderate,critical,726,random,random,891,Athens->Belgrade,BPSK,251,283,1,811.05,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,0.969978761052092,0.10453920220082531,0.23741708934841982,0.0
21-03,v2_blocking_risk_compact_payload,2,727,Nobel Europe backbone,moderate,critical,727,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.10576923076923077,0.24038087835211816,0.0
21-03,v2_blocking_risk_compact_payload,2,728,Nobel Europe backbone,moderate,critical,728,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.10699588477366255,0.24332171893147503,0.0
21-03,v2_blocking_risk_compact_payload,2,729,Nobel Europe backbone,moderate,critical,729,first_fit,first_fit,402,Berlin->Hamburg->Amsterdam->Glasgow,QPSK,82,86,3,1310.748,True,0.85,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),False,none,,accepted,True,1.0008632520834604,0.10684931506849316,0.24308644362792498,0.0
21-03,v2_blocking_risk_compact_payload,2,730,Nobel Europe backbone,moderate,critical,730,first_fit,first_fit,411,Amsterdam->Hamburg->Berlin->Prague,QPSK,91,93,3,896.612,True,0.85,qot_safety:first_fit(high) | fragmentation:random(medium),True,none,,accepted,True,0.9744119862715404,0.106703146374829,0.2429924608544365,0.0
21-03,v2_blocking_risk_compact_payload,2,731,Nobel Europe backbone,moderate,critical,731,first_fit,first_fit|load_balancing,12,Hamburg->Frankfurt->Strasbourg,8QAM,12,15,2,582.287,True,0.75,qot_safety:random(high) | fragmentation:first_fit(high),True,none,,accepted,True,1.0292354702949524,0.10655737704918032,0.24275782155272305,0.0
21-03,v2_blocking_risk_compact_payload,2,732,Nobel Europe backbone,moderate,critical,732,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.1077762619372442,0.24567141208156984,0.0
21-03,v2_blocking_risk_compact_payload,2,733,Nobel Europe backbone,moderate,critical,733,first_fit,first_fit|load_balancing,0,Frankfurt->Hamburg,16QAM,0,8,1,379.391,True,0.85,qot_safety:random(high) | fragmentation:first_fit(high),True,none,,accepted,True,0.9987185505529245,0.10762942779291552,0.2447297815254887,0.0
21-03,v2_blocking_risk_compact_payload,2,734,Nobel Europe backbone,moderate,critical,734,random,random,420,Munich->Berlin->Copenhagen->Oslo,QPSK,100,102,3,1312.663,True,0.6,qot_safety:first_fit(high) | fragmentation:random(high),True,none,,accepted,True,0.9816217047177876,0.10748299319727891,0.2446360153256705,0.0
21-03,v2_blocking_risk_compact_payload,2,735,Nobel Europe backbone,moderate,critical,735,first_fit,first_fit,324,Berlin->Copenhagen->Oslo->Stockholm,QPSK,4,5,3,1253.609,True,0.6,qot_safety:load_balancing(high) | fragmentation:first_fit(high),True,none,,accepted,True,0.9500788847605387,0.10733695652173914,0.24461258500143665,0.0
21-03,v2_blocking_risk_compact_payload,2,736,Nobel Europe backbone,light,critical,736,first_fit,first_fit,3,Brussels->Frankfurt,16QAM,3,11,1,300.722,True,0.95,qot_safety:first_fit(high) | fragmentation:random(medium),True,none,,accepted,True,1.051324034978946,0.10719131614654002,0.24367903825970805,0.0
21-03,v2_blocking_risk_compact_payload,2,737,Nobel Europe backbone,light,critical,737,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.10840108401084012,0.24655451002756393,0.0
21-03,v2_blocking_risk_compact_payload,2,738,Nobel Europe backbone,light,critical,738,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.10960757780784844,0.2494081999810624,0.0
21-03,v2_blocking_risk_compact_payload,2,739,Nobel Europe backbone,light,critical,739,load_balancing,load_balancing,312,Paris->Strasbourg,8QAM,312,313,1,387.807,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),False,none,,accepted,True,0.8634856954216958,0.10945945945945947,0.24938458625260368,0.0
21-03,v2_blocking_risk_compact_payload,2,740,Nobel Europe backbone,light,critical,740,first_fit,first_fit|load_balancing,520,Glasgow->Amsterdam->Hamburg->Berlin->Warsaw,QPSK,200,216,4,1813.723,True,0.85,fragmentation:random(high),True,none,,accepted,True,0.9685565746078888,0.10931174089068826,0.2484436898698359,0.0
21-03,v2_blocking_risk_compact_payload,2,741,Nobel Europe backbone,light,critical,741,load_balancing,load_balancing,1524,London->Paris->Lyon->Zurich->Milan,QPSK,244,248,4,1313.7679999999998,True,0.85,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,1.0144071976343791,0.1091644204851752,0.24820957406709385,0.0
21-03,v2_blocking_risk_compact_payload,2,742,Nobel Europe backbone,light,critical,742,first_fit,first_fit,639,Madrid->Bordeaux->Paris->Brussels->Frankfurt->Munich->Vienna,QPSK,319,320,6,2258.4,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.8303650664786497,0.10901749663526245,0.2481861867520965,0.0
21-03,v2_blocking_risk_compact_payload,2,743,Nobel Europe backbone,light,critical,743,random,random,1172,Prague->Vienna->Munich->Frankfurt->Strasbourg,8QAM,212,215,4,1131.604,True,0.6,qot_safety:random(high) | load_balance:load_balancing(medium),True,none,,accepted,True,0.8961990088224412,0.10887096774193548,0.24795255577520475,0.0
21-03,v2_blocking_risk_compact_payload,2,744,Nobel Europe backbone,light,critical,744,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.11006711409395974,0.24802334337349397,0.0
21-03,v2_blocking_risk_compact_payload,2,745,Nobel Europe backbone,light,critical,745,random,random,582,Strasbourg->Zurich,8QAM,262,264,1,141.51,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,1.0134124281210826,0.10991957104557641,0.24792999623635678,0.0
21-03,v2_blocking_risk_compact_payload,2,746,Nobel Europe backbone,light,critical,746,load_balancing,load_balancing,1285,Berlin->Warsaw->Stockholm,QPSK,5,7,2,1303.27,True,0.85,qot_safety:random(high) | fragmentation:first_fit(medium),False,none,,accepted,True,0.9840548555056254,0.10977242302543508,0.247836719337848,0.0
21-03,v2_blocking_risk_compact_payload,2,747,Nobel Europe backbone,light,critical,747,first_fit,first_fit,379,Stockholm->Oslo->Copenhagen->Berlin->Prague->Vienna,QPSK,59,61,5,1773.185,True,0.85,qot_safety:first_fit(high) | fragmentation:random(medium),False,none,,accepted,True,0.9771295169989268,0.10962566844919786,0.24774351259872132,0.0
21-03,v2_blocking_risk_compact_payload,2,748,Nobel Europe backbone,light,critical,748,first_fit,first_fit,433,Dublin->London->Amsterdam->Hamburg->Berlin->Copenhagen->Oslo->Stockholm,QPSK,113,117,7,2683.456,True,0.85,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),False,none,,accepted,True,0.998928249028201,0.10947930574098798,0.24751080217922225,0.0
21-03,v2_blocking_risk_compact_payload,2,749,Nobel Europe backbone,light,critical,749,random,random,1308,Amsterdam->London->Paris->Lyon,QPSK,28,44,3,1065.255,True,0.85,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,1.061514022226135,0.10933333333333334,0.24658431592738161,0.0
21-03,v2_blocking_risk_compact_payload,2,750,Nobel Europe backbone,light,critical,750,random,random,956,Belgrade->Zagreb->Rome->Milan->Zurich->Lyon,BPSK,316,317,5,1966.88,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,0.8551960132721192,0.10918774966711052,0.24656124263123422,0.0
21-03,v2_blocking_risk_compact_payload,2,751,Nobel Europe backbone,light,critical,751,load_balancing,load_balancing,1339,Paris->Strasbourg->Frankfurt->Munich->Vienna->Zagreb,QPSK,59,63,5,1560.188,True,0.85,qot_safety:first_fit(high) | fragmentation:load_balancing(high),True,none,,accepted,True,1.0154486457506815,0.10904255319148937,0.24633074693839394,0.0
21-03,v2_blocking_risk_compact_payload,2,752,Nobel Europe backbone,light,critical,752,first_fit,first_fit,482,Glasgow->Amsterdam->Brussels->Frankfurt->Munich,QPSK,162,166,4,1478.276,True,0.85,qot_safety:first_fit(high) | fragmentation:random(medium),False,none,,accepted,True,1.0126464466253917,0.10889774236387782,0.24610068179695527,0.0
21-03,v2_blocking_risk_compact_payload,2,753,Nobel Europe backbone,moderate,critical,753,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.11007957559681697,0.2461710870377288,0.0
21-03,v2_blocking_risk_compact_payload,2,754,Nobel Europe backbone,light,critical,754,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.11125827814569536,0.24624147912970398,0.0
